altitude temperature precipitation sunshine
4.0 8.4 776.9 1635.0
4.0 8.4 776.9 1686.5
4.0 8.4 589.0 1455.5
4.0 8.4 589.0 1682.8
4.0 8.4 589.0 1635.0
4.0 8.4 589.0 1686.5
622.0 7.2 1523.7 1304.9
239.0 8.5 634.0 1563.3
40.0 8.6 685.8 1326.0
40.0 8.6 685.8 1479.0
40.0 8.6 685.8 1606.6
40.0 8.6 685.8 1715.3
40.0 8.6 502.8 1326.0
40.0 8.6 502.8 1479.0
40.0 8.6 502.8 1606.6
40.0 8.6 502.8 1715.3
40.0 8.6 603.0 1326.0
40.0 8.6 603.0 1479.0
40.0 8.6 603.0 1606.6
40.0 8.6 603.0 1715.3
40.0 8.6 607.8 1326.0
40.0 8.6 607.8 1479.0
40.0 8.6 607.8 1606.6
40.0 8.6 607.8 1715.3
40.0 8.8 685.8 1326.0
40.0 8.8 685.8 1479.0
40.0 8.8 685.8 1606.6
40.0 8.8 685.8 1715.3
40.0 8.8 502.8 1326.0
40.0 8.8 502.8 1479.0
40.0 8.8 502.8 1606.6
40.0 8.8 502.8 1715.3
40.0 8.8 603.0 1326.0
40.0 8.8 603.0 1479.0
40.0 8.8 603.0 1606.6
40.0 8.8 603.0 1715.3
40.0 8.8 607.8 1326.0
40.0 8.8 607.8 1479.0
40.0 8.8 607.8 1606.6
40.0 8.8 607.8 1715.3
40.0 7.8 685.8 1326.0
40.0 7.8 685.8 1479.0
40.0 7.8 685.8 1606.6
40.0 7.8 685.8 1715.3
40.0 7.8 502.8 1326.0
40.0 7.8 502.8 1479.0
40.0 7.8 502.8 1606.6
40.0 7.8 502.8 1715.3
40.0 7.8 603.0 1326.0
40.0 7.8 603.0 1479.0
40.0 7.8 603.0 1606.6
40.0 7.8 603.0 1715.3
40.0 7.8 607.8 1326.0
40.0 7.8 607.8 1479.0
40.0 7.8 607.8 1606.6
40.0 7.8 607.8 1715.3
40.0 7.9 685.8 1326.0
40.0 7.9 685.8 1479.0
40.0 7.9 685.8 1606.6
40.0 7.9 685.8 1715.3
40.0 7.9 502.8 1326.0
40.0 7.9 502.8 1479.0
40.0 7.9 502.8 1606.6
40.0 7.9 502.8 1715.3
40.0 7.9 603.0 1326.0
40.0 7.9 603.0 1479.0
40.0 7.9 603.0 1606.6
40.0 7.9 603.0 1715.3
40.0 7.9 607.8 1326.0
40.0 7.9 607.8 1479.0
40.0 7.9 607.8 1606.6
40.0 7.9 607.8 1715.3
330.0 7.7 709.7 1491.6
789.0 6.6 1402.6 1390.7
450.0 8.0 1101.6 1527.8
450.0 8.0 1101.6 1487.7
450.0 8.0 660.9 1527.8
450.0 8.0 660.9 1487.7
450.0 6.9 1101.6 1527.8
450.0 6.9 1101.6 1487.7
450.0 6.9 660.9 1527.8
450.0 6.9 660.9 1487.7
252.0 9.8 803.8 1668.4
445.0 7.0 1004.4 1277.2
60.0 8.8 564.3 1594.8
58.0 8.9 589.2 1624.9
58.0 8.9 589.2 1610.7
58.0 8.9 589.2 1426.4
58.0 8.9 566.3 1624.9
58.0 8.9 566.3 1610.7
58.0 8.9 566.3 1426.4
58.0 8.9 808.4 1624.9
58.0 8.9 808.4 1610.7
58.0 8.9 808.4 1426.4
58.0 8.1 589.2 1624.9
58.0 8.1 589.2 1610.7
58.0 8.1 589.2 1426.4
58.0 8.1 566.3 1624.9
58.0 8.1 566.3 1610.7
58.0 8.1 566.3 1426.4
58.0 8.1 808.4 1624.9
58.0 8.1 808.4 1610.7
58.0 8.1 808.4 1426.4
58.0 9.4 589.2 1624.9
58.0 9.4 589.2 1610.7
58.0 9.4 589.2 1426.4
58.0 9.4 566.3 1624.9
58.0 9.4 566.3 1610.7
58.0 9.4 566.3 1426.4
58.0 9.4 808.4 1624.9
58.0 9.4 808.4 1610.7
58.0 9.4 808.4 1426.4
36.0 9.3 555.8 1623.2
49.0 9.4 583.8 1673.5
84.0 9.2 469.2 1498.6
120.0 10.1 706.0 1358.5
363.0 8.8 876.0 1688.9
290.0 7.7 901.7 1412.9
412.0 7.5 965.2 1518.8
80.0 10.0 515.9 1483.6
80.0 10.0 515.9 1639.4
80.0 10.0 541.6 1483.6
80.0 10.0 541.6 1639.4
80.0 8.7 515.9 1483.6
80.0 8.7 515.9 1639.4
80.0 8.7 541.6 1483.6
80.0 8.7 541.6 1639.4
21.0 9.4 752.5 1514.6
21.0 9.4 752.5 1529.6
21.0 9.4 541.0 1514.6
21.0 9.4 541.0 1529.6
21.0 8.5 752.5 1514.6
21.0 8.5 752.5 1529.6
21.0 8.5 541.0 1514.6
21.0 8.5 541.0 1529.6
45.0 8.3 662.7 1615.3
45.0 8.3 662.7 1482.9
45.0 8.3 918.9 1615.3
45.0 8.3 918.9 1482.9
45.0 8.2 662.7 1615.3
45.0 8.2 662.7 1482.9
45.0 8.2 918.9 1615.3
45.0 8.2 918.9 1482.9
15.0 8.4 535.8 1693.5
62.0 10.2 680.6 1461.3
62.0 10.2 680.6 1528.2
62.0 10.2 756.8 1461.3
62.0 10.2 756.8 1528.2
62.0 9.2 680.6 1461.3
62.0 9.2 680.6 1528.2
62.0 9.2 756.8 1461.3
62.0 9.2 756.8 1528.2
875.0 6.8 888.9 1503.5
5.0 9.1 784.4 1661.5
5.0 9.1 784.4 1482.9
5.0 9.1 784.4 1635.8
5.0 9.1 784.4 1543.0
5.0 9.1 784.4 1619.2
5.0 9.1 784.4 1485.6
5.0 9.1 693.8 1661.5
5.0 9.1 693.8 1482.9
5.0 9.1 693.8 1635.8
5.0 9.1 693.8 1543.0
5.0 9.1 693.8 1619.2
5.0 9.1 693.8 1485.6
5.0 9.1 818.5 1661.5
5.0 9.1 818.5 1482.9
5.0 9.1 818.5 1635.8
5.0 9.1 818.5 1543.0
5.0 9.1 818.5 1619.2
5.0 9.1 818.5 1485.6
5.0 9.1 736.6 1661.5
5.0 9.1 736.6 1482.9
5.0 9.1 736.6 1635.8
5.0 9.1 736.6 1543.0
5.0 9.1 736.6 1619.2
5.0 9.1 736.6 1485.6
5.0 9.1 685.5 1661.5
5.0 9.1 685.5 1482.9
5.0 9.1 685.5 1635.8
5.0 9.1 685.5 1543.0
5.0 9.1 685.5 1619.2
5.0 9.1 685.5 1485.6
5.0 9.1 810.3 1661.5
5.0 9.1 810.3 1482.9
5.0 9.1 810.3 1635.8
5.0 9.1 810.3 1543.0
5.0 9.1 810.3 1619.2
5.0 9.1 810.3 1485.6
5.0 8.8 784.4 1661.5
5.0 8.8 784.4 1482.9
5.0 8.8 784.4 1635.8
5.0 8.8 784.4 1543.0
5.0 8.8 784.4 1619.2
5.0 8.8 784.4 1485.6
5.0 8.8 693.8 1661.5
5.0 8.8 693.8 1482.9
5.0 8.8 693.8 1635.8
5.0 8.8 693.8 1543.0
5.0 8.8 693.8 1619.2
5.0 8.8 693.8 1485.6
5.0 8.8 818.5 1661.5
5.0 8.8 818.5 1482.9
5.0 8.8 818.5 1635.8
5.0 8.8 818.5 1543.0
5.0 8.8 818.5 1619.2
5.0 8.8 818.5 1485.6
5.0 8.8 736.6 1661.5
5.0 8.8 736.6 1482.9
5.0 8.8 736.6 1635.8
5.0 8.8 736.6 1543.0
5.0 8.8 736.6 1619.2
5.0 8.8 736.6 1485.6
5.0 8.8 685.5 1661.5
5.0 8.8 685.5 1482.9
5.0 8.8 685.5 1635.8
5.0 8.8 685.5 1543.0
5.0 8.8 685.5 1619.2
5.0 8.8 685.5 1485.6
5.0 8.8 810.3 1661.5
5.0 8.8 810.3 1482.9
5.0 8.8 810.3 1635.8
5.0 8.8 810.3 1543.0
5.0 8.8 810.3 1619.2
5.0 8.8 810.3 1485.6
5.0 8.9 784.4 1661.5
5.0 8.9 784.4 1482.9
5.0 8.9 784.4 1635.8
5.0 8.9 784.4 1543.0
5.0 8.9 784.4 1619.2
5.0 8.9 784.4 1485.6
5.0 8.9 693.8 1661.5
5.0 8.9 693.8 1482.9
5.0 8.9 693.8 1635.8
5.0 8.9 693.8 1543.0
5.0 8.9 693.8 1619.2
5.0 8.9 693.8 1485.6
5.0 8.9 818.5 1661.5
5.0 8.9 818.5 1482.9
5.0 8.9 818.5 1635.8
5.0 8.9 818.5 1543.0
5.0 8.9 818.5 1619.2
5.0 8.9 818.5 1485.6
5.0 8.9 736.6 1661.5
5.0 8.9 736.6 1482.9
5.0 8.9 736.6 1635.8
5.0 8.9 736.6 1543.0
5.0 8.9 736.6 1619.2
5.0 8.9 736.6 1485.6
5.0 8.9 685.5 1661.5
5.0 8.9 685.5 1482.9
5.0 8.9 685.5 1635.8
5.0 8.9 685.5 1543.0
5.0 8.9 685.5 1619.2
5.0 8.9 685.5 1485.6
5.0 8.9 810.3 1661.5
5.0 8.9 810.3 1482.9
5.0 8.9 810.3 1635.8
5.0 8.9 810.3 1543.0
5.0 8.9 810.3 1619.2
5.0 8.9 810.3 1485.6
5.0 8.7 784.4 1661.5
5.0 8.7 784.4 1482.9
5.0 8.7 784.4 1635.8
5.0 8.7 784.4 1543.0
5.0 8.7 784.4 1619.2
5.0 8.7 784.4 1485.6
5.0 8.7 693.8 1661.5
5.0 8.7 693.8 1482.9
5.0 8.7 693.8 1635.8
5.0 8.7 693.8 1543.0
5.0 8.7 693.8 1619.2
5.0 8.7 693.8 1485.6
5.0 8.7 818.5 1661.5
5.0 8.7 818.5 1482.9
5.0 8.7 818.5 1635.8
5.0 8.7 818.5 1543.0
5.0 8.7 818.5 1619.2
5.0 8.7 818.5 1485.6
5.0 8.7 736.6 1661.5
5.0 8.7 736.6 1482.9
5.0 8.7 736.6 1635.8
5.0 8.7 736.6 1543.0
5.0 8.7 736.6 1619.2
5.0 8.7 736.6 1485.6
5.0 8.7 685.5 1661.5
5.0 8.7 685.5 1482.9
5.0 8.7 685.5 1635.8
5.0 8.7 685.5 1543.0
5.0 8.7 685.5 1619.2
5.0 8.7 685.5 1485.6
5.0 8.7 810.3 1661.5
5.0 8.7 810.3 1482.9
5.0 8.7 810.3 1635.8
5.0 8.7 810.3 1543.0
5.0 8.7 810.3 1619.2
5.0 8.7 810.3 1485.6
5.0 8.1 784.4 1661.5
5.0 8.1 784.4 1482.9
5.0 8.1 784.4 1635.8
5.0 8.1 784.4 1543.0
5.0 8.1 784.4 1619.2
5.0 8.1 784.4 1485.6
5.0 8.1 693.8 1661.5
5.0 8.1 693.8 1482.9
5.0 8.1 693.8 1635.8
5.0 8.1 693.8 1543.0
5.0 8.1 693.8 1619.2
5.0 8.1 693.8 1485.6
5.0 8.1 818.5 1661.5
5.0 8.1 818.5 1482.9
5.0 8.1 818.5 1635.8
5.0 8.1 818.5 1543.0
5.0 8.1 818.5 1619.2
5.0 8.1 818.5 1485.6
5.0 8.1 736.6 1661.5
5.0 8.1 736.6 1482.9
5.0 8.1 736.6 1635.8
5.0 8.1 736.6 1543.0
5.0 8.1 736.6 1619.2
5.0 8.1 736.6 1485.6
5.0 8.1 685.5 1661.5
5.0 8.1 685.5 1482.9
5.0 8.1 685.5 1635.8
5.0 8.1 685.5 1543.0
5.0 8.1 685.5 1619.2
5.0 8.1 685.5 1485.6
5.0 8.1 810.3 1661.5
5.0 8.1 810.3 1482.9
5.0 8.1 810.3 1635.8
5.0 8.1 810.3 1543.0
5.0 8.1 810.3 1619.2
5.0 8.1 810.3 1485.6
5.0 8.5 784.4 1661.5
5.0 8.5 784.4 1482.9
5.0 8.5 784.4 1635.8
5.0 8.5 784.4 1543.0
5.0 8.5 784.4 1619.2
5.0 8.5 784.4 1485.6
5.0 8.5 693.8 1661.5
5.0 8.5 693.8 1482.9
5.0 8.5 693.8 1635.8
5.0 8.5 693.8 1543.0
5.0 8.5 693.8 1619.2
5.0 8.5 693.8 1485.6
5.0 8.5 818.5 1661.5
5.0 8.5 818.5 1482.9
5.0 8.5 818.5 1635.8
5.0 8.5 818.5 1543.0
5.0 8.5 818.5 1619.2
5.0 8.5 818.5 1485.6
5.0 8.5 736.6 1661.5
5.0 8.5 736.6 1482.9
5.0 8.5 736.6 1635.8
5.0 8.5 736.6 1543.0
5.0 8.5 736.6 1619.2
5.0 8.5 736.6 1485.6
5.0 8.5 685.5 1661.5
5.0 8.5 685.5 1482.9
5.0 8.5 685.5 1635.8
5.0 8.5 685.5 1543.0
5.0 8.5 685.5 1619.2
5.0 8.5 685.5 1485.6
5.0 8.5 810.3 1661.5
5.0 8.5 810.3 1482.9
5.0 8.5 810.3 1635.8
5.0 8.5 810.3 1543.0
5.0 8.5 810.3 1619.2
5.0 8.5 810.3 1485.6
373.0 8.3 625.5 1639.5
1.0 8.8 709.7 1426.5
1.0 8.8 709.7 1596.2
1.0 8.8 792.8 1426.5
1.0 8.8 792.8 1596.2
1.0 8.4 709.7 1426.5
1.0 8.4 709.7 1596.2
1.0 8.4 792.8 1426.5
1.0 8.4 792.8 1596.2
9.0 8.1 856.5 1472.3
9.0 8.1 856.5 1625.4
9.0 8.1 856.5 1619.7
9.0 8.1 741.0 1472.3
9.0 8.1 741.0 1625.4
9.0 8.1 741.0 1619.7
9.0 8.1 639.4 1472.3
9.0 8.1 639.4 1625.4
9.0 8.1 639.4 1619.7
9.0 8.2 856.5 1472.3
9.0 8.2 856.5 1625.4
9.0 8.2 856.5 1619.7
9.0 8.2 741.0 1472.3
9.0 8.2 741.0 1625.4
9.0 8.2 741.0 1619.7
9.0 8.2 639.4 1472.3
9.0 8.2 639.4 1625.4
9.0 8.2 639.4 1619.7
9.0 8.6 856.5 1472.3
9.0 8.6 856.5 1625.4
9.0 8.6 856.5 1619.7
9.0 8.6 741.0 1472.3
9.0 8.6 741.0 1625.4
9.0 8.6 741.0 1619.7
9.0 8.6 639.4 1472.3
9.0 8.6 639.4 1625.4
9.0 8.6 639.4 1619.7
607.0 5.9 1263.8 1474.2
88.0 8.8 618.4 1514.3
7.0 9.0 741.4 1480.2
7.0 9.0 741.4 1506.3
7.0 9.0 741.4 1549.9
7.0 9.0 791.5 1480.2
7.0 9.0 791.5 1506.3
7.0 9.0 791.5 1549.9
7.0 9.0 834.6 1480.2
7.0 9.0 834.6 1506.3
7.0 9.0 834.6 1549.9
7.0 8.6 741.4 1480.2
7.0 8.6 741.4 1506.3
7.0 8.6 741.4 1549.9
7.0 8.6 791.5 1480.2
7.0 8.6 791.5 1506.3
7.0 8.6 791.5 1549.9
7.0 8.6 834.6 1480.2
7.0 8.6 834.6 1506.3
7.0 8.6 834.6 1549.9
7.0 7.9 741.4 1480.2
7.0 7.9 741.4 1506.3
7.0 7.9 741.4 1549.9
7.0 7.9 791.5 1480.2
7.0 7.9 791.5 1506.3
7.0 7.9 791.5 1549.9
7.0 7.9 834.6 1480.2
7.0 7.9 834.6 1506.3
7.0 7.9 834.6 1549.9
1142.0 2.9 1814.1 1353.1
549.0 7.8 1258.3 1633.3
310.0 7.8 908.8 1492.1
340.0 8.1 804.1 1596.3
77.0 7.8 850.0 1420.6
77.0 7.8 850.0 1471.1
77.0 7.8 850.0 1529.4
77.0 7.8 850.0 1524.6
77.0 7.8 817.6 1420.6
77.0 7.8 817.6 1471.1
77.0 7.8 817.6 1529.4
77.0 7.8 817.6 1524.6
77.0 7.8 594.8 1420.6
77.0 7.8 594.8 1471.1
77.0 7.8 594.8 1529.4
77.0 7.8 594.8 1524.6
77.0 7.8 811.2 1420.6
77.0 7.8 811.2 1471.1
77.0 7.8 811.2 1529.4
77.0 7.8 811.2 1524.6
77.0 9.3 850.0 1420.6
77.0 9.3 850.0 1471.1
77.0 9.3 850.0 1529.4
77.0 9.3 850.0 1524.6
77.0 9.3 817.6 1420.6
77.0 9.3 817.6 1471.1
77.0 9.3 817.6 1529.4
77.0 9.3 817.6 1524.6
77.0 9.3 594.8 1420.6
77.0 9.3 594.8 1471.1
77.0 9.3 594.8 1529.4
77.0 9.3 594.8 1524.6
77.0 9.3 811.2 1420.6
77.0 9.3 811.2 1471.1
77.0 9.3 811.2 1529.4
77.0 9.3 811.2 1524.6
77.0 8.0 850.0 1420.6
77.0 8.0 850.0 1471.1
77.0 8.0 850.0 1529.4
77.0 8.0 850.0 1524.6
77.0 8.0 817.6 1420.6
77.0 8.0 817.6 1471.1
77.0 8.0 817.6 1529.4
77.0 8.0 817.6 1524.6
77.0 8.0 594.8 1420.6
77.0 8.0 594.8 1471.1
77.0 8.0 594.8 1529.4
77.0 8.0 594.8 1524.6
77.0 8.0 811.2 1420.6
77.0 8.0 811.2 1471.1
77.0 8.0 811.2 1529.4
77.0 8.0 811.2 1524.6
77.0 8.4 850.0 1420.6
77.0 8.4 850.0 1471.1
77.0 8.4 850.0 1529.4
77.0 8.4 850.0 1524.6
77.0 8.4 817.6 1420.6
77.0 8.4 817.6 1471.1
77.0 8.4 817.6 1529.4
77.0 8.4 817.6 1524.6
77.0 8.4 594.8 1420.6
77.0 8.4 594.8 1471.1
77.0 8.4 594.8 1529.4
77.0 8.4 594.8 1524.6
77.0 8.4 811.2 1420.6
77.0 8.4 811.2 1471.1
77.0 8.4 811.2 1529.4
77.0 8.4 811.2 1524.6
68.0 9.2 644.8 1391.5
39.0 8.9 656.2 1470.6
396.0 7.9 752.4 1660.4
396.0 7.9 752.4 1626.6
396.0 7.9 1001.4 1660.4
396.0 7.9 1001.4 1626.6
396.0 8.4 752.4 1660.4
396.0 8.4 752.4 1626.6
396.0 8.4 1001.4 1660.4
396.0 8.4 1001.4 1626.6
418.0 7.9 700.7 1532.6
566.0 6.2 1326.0 1337.9
69.0 8.9 563.0 1679.0
133.0 10.0 673.5 1685.8
133.0 10.0 673.5 1422.1
133.0 10.0 713.4 1685.8
133.0 10.0 713.4 1422.1
133.0 8.7 673.5 1685.8
133.0 8.7 673.5 1422.1
133.0 8.7 713.4 1685.8
133.0 8.7 713.4 1422.1
480.0 7.9 814.0 1633.6
696.0 7.4 1503.5 1540.9
97.0 8.5 559.8 1626.0
677.0 7.0 819.4 1697.0
227.0 8.9 666.7 1581.4
192.0 8.3 1097.9 1358.8
692.0 6.9 756.7 1641.9
692.0 6.9 756.7 1158.7
692.0 6.9 1837.3 1641.9
692.0 6.9 1837.3 1158.7
692.0 6.0 756.7 1641.9
692.0 6.0 756.7 1158.7
692.0 6.0 1837.3 1641.9
692.0 6.0 1837.3 1158.7
37.0 10.3 772.9 1504.1
37.0 10.3 772.9 1473.4
37.0 10.3 772.9 1505.1
37.0 10.3 756.8 1504.1
37.0 10.3 756.8 1473.4
37.0 10.3 756.8 1505.1
37.0 10.3 809.9 1504.1
37.0 10.3 809.9 1473.4
37.0 10.3 809.9 1505.1
37.0 10.3 772.9 1504.1
37.0 10.3 772.9 1473.4
37.0 10.3 772.9 1505.1
37.0 10.3 756.8 1504.1
37.0 10.3 756.8 1473.4
37.0 10.3 756.8 1505.1
37.0 10.3 809.9 1504.1
37.0 10.3 809.9 1473.4
37.0 10.3 809.9 1505.1
37.0 7.8 772.9 1504.1
37.0 7.8 772.9 1473.4
37.0 7.8 772.9 1505.1
37.0 7.8 756.8 1504.1
37.0 7.8 756.8 1473.4
37.0 7.8 756.8 1505.1
37.0 7.8 809.9 1504.1
37.0 7.8 809.9 1473.4
37.0 7.8 809.9 1505.1
123.0 8.8 644.2 1317.5
123.0 8.8 644.2 1432.3
123.0 8.8 437.8 1317.5
123.0 8.8 437.8 1432.3
123.0 8.8 644.2 1317.5
123.0 8.8 644.2 1432.3
123.0 8.8 437.8 1317.5
123.0 8.8 437.8 1432.3
146.0 8.5 507.5 1504.0
146.0 8.5 507.5 1379.0
146.0 8.5 623.6 1504.0
146.0 8.5 623.6 1379.0
146.0 9.6 507.5 1504.0
146.0 9.6 507.5 1379.0
146.0 9.6 623.6 1504.0
146.0 9.6 623.6 1379.0
460.0 7.7 835.8 1393.4
85.0 9.8 723.3 1495.7
12.0 9.1 767.8 1547.4
0.0 8.8 805.1 1512.0
144.0 8.6 1200.2 1367.1
144.0 8.6 1200.2 1264.5
144.0 8.6 754.1 1367.1
144.0 8.6 754.1 1264.5
144.0 9.9 1200.2 1367.1
144.0 9.9 1200.2 1264.5
144.0 9.9 754.1 1367.1
144.0 9.9 754.1 1264.5
705.0 6.8 942.3 1671.8
705.0 6.8 942.3 1755.0
705.0 6.8 1273.4 1671.8
705.0 6.8 1273.4 1755.0
705.0 6.9 942.3 1671.8
705.0 6.9 942.3 1755.0
705.0 6.9 1273.4 1671.8
705.0 6.9 1273.4 1755.0
600.0 6.8 1403.5 1410.4
443.6 7.8 803.7 1659.9
18.0 8.3 819.9 1585.4
18.0 8.3 819.9 1454.0
18.0 8.3 790.4 1585.4
18.0 8.3 790.4 1454.0
18.0 9.0 819.9 1585.4
18.0 9.0 819.9 1454.0
18.0 9.0 790.4 1585.4
18.0 9.0 790.4 1454.0
316.0 7.9 500.4 1588.3
408.0 8.8 1096.7 1554.8
270.0 8.6 701.4 1548.5
270.0 8.6 701.4 1403.2
270.0 8.6 655.6 1548.5
270.0 8.6 655.6 1403.2
270.0 9.4 701.4 1548.5
270.0 9.4 701.4 1403.2
270.0 9.4 655.6 1548.5
270.0 9.4 655.6 1403.2
234.0 10.1 680.6 1668.2
150.0 9.6 931.4 1453.7
150.0 9.6 931.4 1612.4
150.0 9.6 570.4 1453.7
150.0 9.6 570.4 1612.4
150.0 8.6 931.4 1453.7
150.0 8.6 931.4 1612.4
150.0 8.6 570.4 1453.7
150.0 8.6 570.4 1612.4
1486.0 3.3 1909.2 1641.2
1213.0 2.9 1117.7 1515.6
112.0 9.7 657.8 1586.1
112.0 9.7 657.8 1691.4
112.0 9.7 770.3 1586.1
112.0 9.7 770.3 1691.4
112.0 10.3 657.8 1586.1
112.0 10.3 657.8 1691.4
112.0 10.3 770.3 1586.1
112.0 10.3 770.3 1691.4
125.0 9.7 648.6 1515.3
125.0 9.7 648.6 1639.2
125.0 9.7 554.2 1515.3
125.0 9.7 554.2 1639.2
125.0 10.1 648.6 1515.3
125.0 10.1 648.6 1639.2
125.0 10.1 554.2 1515.3
125.0 10.1 554.2 1639.2
48.0 8.7 527.4 1689.1
2.0 8.4 809.2 1241.5
2.0 8.4 809.2 1564.3
2.0 8.4 809.2 1540.0
2.0 8.4 791.0 1241.5
